epoch,acc,loss,val_acc,val_loss
0,0.14844988941324072,5.621530313596317,0.24473202524169735,4.514470732253766
1,0.27414184643175926,4.15361341321964,0.3102468337914393,3.8936433422371195
2,0.3258361631858128,3.6475247717543122,0.340416504268873,3.6395641360971993
3,0.3570371341467022,3.3572672185592247,0.35580476301235625,3.502691088800401
4,0.3780442937074484,3.164944972233616,0.36733485621053674,3.4191054989275553
5,0.39404652657715117,3.02337658577564,0.37444434029102136,3.3671163284305785
6,0.4071815517588568,2.9134012413698818,0.3803302629213766,3.3364856362362243
7,0.4181577133384362,2.825316868371535,0.38291059614393547,3.311154224246015
8,0.42717799946652596,2.751479816123604,0.38616191467911726,3.3049997221502694
9,0.4342001209471089,2.691065758354174,0.3881946054791134,3.296167008482873
10,0.4412010978291162,2.6373926080095402,0.3903309043029254,3.290011911557551
11,0.44691859752062907,2.591847729923794,0.3909870884689528,3.2865410248001328
12,0.45159366846113835,2.5514707804112358,0.3922698545078167,3.2911025397191893
13,0.4567487218094669,2.5147261633572504,0.39259054601620935,3.293894220397286
0,0.4614301361286792,2.4824227007905217,0.39464790539268835,3.2969412378374217
1,0.46461239834759016,2.4540236430712667,0.395649449646238,3.297505281402837
2,0.46912888479178744,2.426938999041339,0.3944850927810202,3.3077266626391393
3,0.4718269356826094,2.403926979647663,0.39547183588738616,3.3132173543294283
4,0.47518892699552573,2.3816906324965648,0.3956741182241912,3.3178343346706756
5,0.47760786917501646,2.3634632975642558,0.39585173198363116,3.324246242609834
