epoch,acc,loss,val_acc,val_loss
0,0.16624941323780615,5.430869281357246,0.2638551066462312,4.354727797217532
1,0.30336791180152073,3.899614764822075,0.32085432218457943,3.805629723168049
2,0.35570713883866073,3.4039291329374515,0.3478812158679434,3.582348239825488
3,0.3879463096341909,3.117713591030565,0.36106903748364244,3.470169833060197
4,0.4106873263511112,2.9220346964498507,0.3665207931463144,3.4202874573601796
5,0.4288653385035146,2.775828731662106,0.3725152575163114,3.392165380373112
6,0.4446603542985304,2.658392013496819,0.37707894438560663,3.374823512381553
7,0.45735134289288143,2.563025193669199,0.37731082901413227,3.3735916629671316
8,0.46825561283417816,2.4830071177196644,0.3799306319627102,3.3799161151715906
9,0.47753597753648164,2.415266586247281,0.3812627351560102,3.3881603364408965
10,0.4862221789928852,2.3575252316454787,0.3814946197863003,3.398921261558946
11,0.4931491497767901,2.3069778848226856,0.38135647575052684,3.4074663862944714
12,0.5003065966915087,2.261944540126702,0.383699990628146,3.414899726463964
13,0.5066140307119287,2.221943792645906,0.3821064005125413,3.4348940500652008
14,0.5119255540944808,2.1853869484073116,0.38171170326940673,3.4523121734409514
15,0.5172053605797368,2.1531862537912905,0.3803894675062882,3.470652290297648
16,0.521863515837655,2.125220655851006,0.38194358789910865,3.474951063157389
17,0.525343916910434,2.0985037888800906,0.38279218697117157,3.4851563875957523
18,0.5290865110144739,2.075936869001633,0.38086803791346385,3.5062574697840514
19,0.5315836882110765,2.055144938265254,0.3806509544300633,3.5168600745765892
20,0.5361318915548386,2.032718920791186,0.3795556695819971,3.5298380255978525
21,0.5389568100426597,2.015074327578062,0.38035986521368537,3.548607220660282
22,0.5412742581399635,1.9984269589870696,0.3818350461577025,3.549482324194936
23,0.5442979358657133,1.981446982184227,0.3792892489438664,3.5593161263160726
24,0.547061535012712,1.9661526637746871,0.3809371099297332,3.5720407140843298
25,0.5485966329354948,1.9544901468786613,0.37779926685178344,3.586298053155823
26,0.5512502801641783,1.9410712320078543,0.3781446269390115,3.5965944484745287
27,0.5527240587479031,1.9284805718129756,0.37856399275951114,3.606273579732864
28,0.554705307717608,1.9186354705326085,0.3794372604077628,3.613312784365075
29,0.5569297195799439,1.9049171135072447,0.3784899870265337,3.616189357976057
