epoch,acc,loss,val_acc,val_loss
0,0.13417517031955958,5.788358786306278,0.22046801225674623,4.76685655671479
1,0.24025128242039823,4.471022395199335,0.28290418231462633,4.120950264674694
2,0.29066635090693665,3.9522474609641534,0.3191620577577499,3.825540100837627
3,0.3197211450213416,3.665177861924918,0.33630178551532686,3.6670660226980623
4,0.34032021381318145,3.4783954528418732,0.34962281745067936,3.5661429648302025
5,0.3538929322069414,3.3424588257595547,0.35701845703230417,3.507971179858381
6,0.3648712082443241,3.243088294293128,0.36332374548198276,3.464694339415383
7,0.3735954699810122,3.1617422414131386,0.3671720435976923,3.4283584765791986
8,0.38129844756249953,3.094116322595478,0.3712571600571652,3.403962126623339
9,0.3878659601556209,3.037314709435312,0.37436046712609805,3.3954538485230668
10,0.39230632604240007,2.991189630618177,0.37620567673617866,3.3778022604182922
11,0.39664942677016074,2.9489968251475625,0.3785195893200187,3.3711239041635004
12,0.4012885518912136,2.9138333135395538,0.37951126614221065,3.365009431189395
13,0.40415575957643807,2.883186078404015,0.3821656050983351,3.3632309723624516
14,0.4074522026319173,2.8535292484035883,0.381440348914862,3.358877807623436
15,0.41130051973513687,2.8276441211907977,0.3842328319049955,3.3475126080329334
16,0.4137088896140165,2.803827855082748,0.3844005782333718,3.3523408049363455
17,0.41632659102475605,2.7825948952345034,0.38581162087665144,3.3446239142248593
18,0.4191345938345233,2.764042529798798,0.38518010528798907,3.34463924616501
19,0.42110949942237436,2.7460904502679906,0.38608297523090207,3.342844237946572
20,0.4234184896846842,2.7285738867625917,0.38596456605784407,3.342442726482786
21,0.425310931336162,2.7130742622315025,0.3873262715443351,3.344929808303731
22,0.42649079998528,2.6990283769170778,0.38765683048408545,3.34953572983385
23,0.42852491045375557,2.686727270875362,0.38739534356089844,3.3418170381279415
24,0.42920365209610056,2.6741672076625704,0.38747428301028997,3.3468010695808363
