epoch,acc,loss,val_acc,val_loss
0,0.049109624064156025,7.093760933480308,0.05384375972611267,6.780320593078721
1,0.06564994108888662,6.454430600259587,0.07760141093474426,6.461261690200915
2,0.10471087792855446,6.0105101734287825,0.12018881626956653,6.098605090991282
3,0.14045930504255597,5.5544623540545555,0.1450876647001456,5.840191803775965
4,0.16638136102439738,5.157331312474736,0.1617387695865446,5.673903321067208
5,0.19005802448730705,4.823719380581984,0.1761593526314868,5.535064421522257
6,0.21522420577941603,4.530139003503143,0.18518518518982297,5.447056731243749
7,0.23601076010301494,4.280606985934932,0.19633779438164783,5.368633949233482
8,0.2573531046478271,4.044136573897258,0.20385932150792627,5.323300341499187
9,0.2777172584032907,3.832799550264213,0.2103952692234364,5.291675616948112
10,0.3005713523534074,3.6398031731295966,0.21817615935726772,5.249255540249988
11,0.3232031302151712,3.460687495473731,0.22087353460366257,5.23886677560649
12,0.34645739312551554,3.2865103593528495,0.22709824670763576,5.237287607043595
13,0.3696671928041431,3.1255587387449633,0.23114430957722804,5.238226446772478
14,0.39234343389961135,2.975168515199426,0.23394543002540732,5.238853229058087
15,0.41319668303136337,2.843296167624219,0.23602033406109568,5.26018092335229
16,0.43607300863013476,2.708461554922207,0.23923643531641262,5.277652998858065
17,0.45861586001985205,2.586716981899987,0.2380433654958918,5.304725569849601
18,0.47624552589599667,2.4750685891288624,0.2398589065271191,5.323722028549263
19,0.49749894400652783,2.3682876805588546,0.24208942837012187,5.344706177674385
20,0.5128387541300363,2.2760749658284505,0.24333437078844303,5.370155516273316
21,0.5322469486865012,2.186805214422562,0.24380122419956476,5.39125522838513
22,0.5471198950946332,2.094390919865727,0.24416433240271837,5.414072543459941
23,0.563326737982528,2.012872454096097,0.24146695715941535,5.436459049840651
24,0.5769769458493964,1.942529080482882,0.24431995020384906,5.461739390454657
25,0.589537804861538,1.8691018511562534,0.24489054881830113,5.482505390611671
26,0.5983637535596699,1.8131551329703326,0.24639485424726704,5.520586904740851
27,0.6124585936376966,1.7445793449686553,0.24618736384369821,5.542224037806787
28,0.6240857250958503,1.6873745064348376,0.244890548821393,5.559302642170059
29,0.6369355950568395,1.6319052362285125,0.2450461666240696,5.591443944068875
