epoch,acc,loss,val_acc,val_loss
0,0.12820393543234698,5.8297964400170565,0.20961383808642645,4.845323652796419
1,0.2472543737593896,4.4039981877618235,0.274590871643493,4.203847206384594
2,0.3001391314634244,3.8781981413472706,0.30622092191717204,3.932870738234724
3,0.3340487256154318,3.5761258803934104,0.3246335482819611,3.7834165638105404
4,0.3559629884936131,3.3763905976009565,0.3352953075462454,3.696792294926433
5,0.3726629931442907,3.229521517984148,0.34212356984229797,3.649635775484603
6,0.38650001902976144,3.1166464687096993,0.3470967550977943,3.6133664493645203
7,0.3973704576119256,3.024214526136901,0.3510387938086086,3.5906539078088433
8,0.40577120697653035,2.9508715844438385,0.353865812807759,3.575736785525848
9,0.41485492690311965,2.8865071176006016,0.35547420407172364,3.5668603412679913
10,0.4216909759072132,2.8311543789489537,0.35759570174982236,3.5679042735122826
11,0.42785251219011367,2.7827922466789157,0.3602993778618533,3.558445547545809
12,0.43311963191607294,2.7398075657641576,0.35943597764378304,3.5647694168235646
13,0.4383846371794398,2.702426935979771,0.36048685905265093,3.56486670068244
14,0.44304490690020254,2.6698046335794725,0.3601957698359789,3.5731856661733534
15,0.44759522470454066,2.6390622486054056,0.3623518035216241,3.570908303523986
16,0.4514287405865014,2.6108080614746756,0.3619028354094039,3.5713007405534154
17,0.45424731569284676,2.5861975434367204,0.3623468698069745,3.5795824332370563
18,0.4580744881957263,2.5614727920357403,0.3640243330877967,3.584702936097711
19,0.4607809969270876,2.541918446866865,0.363022788833953,3.5887900017273178
20,0.4630667281263389,2.52291641284272,0.3633928175000165,3.5916493151315607
21,0.46607983354946103,2.504049089841815,0.3633138780518013,3.600854525010916
22,0.4695052586627674,2.486077457267255,0.36321520374087063,3.5982429246544827
23,0.4712560314978776,2.4710203644969884,0.36441903033034306,3.607038890907817
24,0.4728355330780093,2.455625382475842,0.36477919156387256,3.614827572653331
25,0.4746137938920366,2.441453243327637,0.3634914918109472,3.6201634799912368
26,0.4765125789215873,2.428176731821857,0.36380231588827616,3.624819908535347
27,0.47871584618509555,2.418001721533012,0.36595341586074215,3.6281630550745727
28,0.48010081744983696,2.407560277263547,0.36413780854502875,3.636607150551521
29,0.4816295719912698,2.3970240011817623,0.36453250578845736,3.642340499924586
