epoch,acc,loss,val_acc,val_loss
0,0.05629043374100861,7.476948845400021,0.05441435833824585,7.2409391513515375
1,0.05864698428357761,6.9194784992037635,0.06136528685780182,7.035913267748053
2,0.0680064916317869,6.5892106055026085,0.07127295362821369,6.814923663544499
3,0.08934883617726166,6.22805006816095,0.0909326693663608,6.664641753508474
4,0.11218069851913935,5.881936781620699,0.10151467994837138,6.571334727610131
5,0.13072186034268926,5.565462233467345,0.10913995227952607,6.516061605884272
6,0.1470620928849871,5.286392269285901,0.11603900819818982,6.482305721791902
7,0.16231297659309732,5.031179162697525,0.12133001348919512,6.452171772047499
8,0.17696360685987222,4.800012184067673,0.12563543936324845,6.460634073363707
9,0.19188101643247174,4.589712362689505,0.12589480236770947,6.461226616376712
10,0.2103110202111827,4.389806951545428,0.12942213922837967,6.467724062271269
11,0.22573975678984265,4.214033638969068,0.12859217761410435,6.5002327172609515
12,0.24530357262253197,4.039844177724447,0.13154891586496023,6.5371108249530145
13,0.2660012005111873,3.873937140850845,0.1330532212908343,6.572564319872191
14,0.2871434605765482,3.725221433920661,0.13331258429761422,6.603622186355836
15,0.30895266891193673,3.5874863561476453,0.13419441851046288,6.648346823619008
16,0.3285831795690117,3.447094717821033,0.13575059653722915,6.679808110910798
17,0.34690202530685904,3.3152757989743025,0.13746239236667204,6.717301433864799
18,0.36566550320186664,3.196900190294368,0.13689179375685773,6.77222981108139
19,0.38714123740008805,3.0877256591509634,0.1366324307523967,6.801166464671739
20,0.40617149461980306,2.9733594488470554,0.13637306774793564,6.8501279919285265
21,0.4236455392362871,2.8692603818238256,0.1354393609318759,6.88971820067093
22,0.4364954091793874,2.775814246406249,0.13616557734436682,6.930395134158965
23,0.4522131566568722,2.686558922183977,0.1366843033532889,6.981292683005469
24,0.47111002422450304,2.5957667559775546,0.13694366635774996,7.025204772090427
25,0.48273715567735626,2.513229559125171,0.1372549019631032,7.05864346721185
26,0.4952535515068101,2.4350817678016097,0.1366843033532889,7.090579076381699
27,0.5116604788575924,2.353020228931679,0.13813673617827074,7.132784182828224
28,0.523932326973228,2.285100298320512,0.13683992115596552,7.178133398804603
29,0.5379604722258752,2.2184878918124995,0.13683992115596552,7.212175061463048
